label,sweep,m_easy,m_medium,m_hard,seed,verify_token_budget,Y,min_x,x_p10,x_median,x_max,eta,verifier_tokens_per_s,fill_ratio,mean_batch_size,target_utilization,mean_selected_gamma,share_easy_gsm8k,x_mean_easy_gsm8k,x_min_easy_gsm8k,alpha_hat_mean_easy_gsm8k,alpha_ucb_mean_easy_gsm8k,gamma_mean_easy_gsm8k,verification_opportunities_easy_gsm8k,verifier_token_positions_easy_gsm8k,verifier_token_share_easy_gsm8k,committed_useful_tokens_easy_gsm8k,committed_useful_token_share_easy_gsm8k,avg_wait_ms_easy_gsm8k,avg_z_queue_easy_gsm8k,share_medium_cnn_summarize,x_mean_medium_cnn_summarize,x_min_medium_cnn_summarize,alpha_hat_mean_medium_cnn_summarize,alpha_ucb_mean_medium_cnn_summarize,gamma_mean_medium_cnn_summarize,verification_opportunities_medium_cnn_summarize,verifier_token_positions_medium_cnn_summarize,verifier_token_share_medium_cnn_summarize,committed_useful_tokens_medium_cnn_summarize,committed_useful_token_share_medium_cnn_summarize,avg_wait_ms_medium_cnn_summarize,avg_z_queue_medium_cnn_summarize,share_hard_math,x_mean_hard_math,x_min_hard_math,alpha_hat_mean_hard_math,alpha_ucb_mean_hard_math,gamma_mean_hard_math,verification_opportunities_hard_math,verifier_token_positions_hard_math,verifier_token_share_hard_math,committed_useful_tokens_hard_math,committed_useful_token_share_hard_math,avg_wait_ms_hard_math,avg_z_queue_hard_math,sweep_label
mmed_2_wide10,am_wide10,1.0,2.0,1.0,2,10,41.10616356850571,1.476641295322361,1.546883447945144,1.824321052462576,2.654735464444247,0.7588239740004534,45.14641697789501,0.7222161572052401,1.8384279475982528,0.7222161572052401,2.928444180522565,0.3435350451876778,2.0173439655712406,1.7945781939200485,0.8793580274504692,0.9999703593994932,2.843045112781955,1064,4089.0,0.3090469352278739,3360,0.3346613545816733,1237.5100119864417,0.0,0.3599561310509301,1.6440461778295568,1.476641295322361,0.7827434723908601,0.9882528067907488,3.355498721227621,1173,5109.0,0.3861386138613861,3320,0.3306772908366533,1253.5378672962993,0.0,0.2965088237613918,2.437668041808201,2.292978022004795,0.8995743574813938,0.9996615528133606,2.565870910698497,1131,4033.0,0.3048144509107399,3360,0.3346613545816733,908.0485395333196,0.0,AM_boost_cnn_budget10
mmed_4_wide10,am_wide10,1.0,4.0,1.0,2,10,42.48673925890444,1.456443938457506,1.566680118911662,1.893928210329613,2.769065054740244,0.7731377846391355,45.43270365025943,0.7133810572687225,1.8144273127753303,0.7133810572687225,2.9317147192716235,0.3467448741278372,2.1045798652044376,1.8663051347933568,0.8922336842213745,0.9999990000000002,2.866149369544132,1031,3986.0,0.3076804322655345,3360,0.3354632587859425,1240.6352754871982,0.0,0.356525425112507,1.6830669751027942,1.456443938457506,0.7941821149627846,0.9896559437211104,3.374019180470793,1147,5017.0,0.3872636047857969,3296,0.329073482428115,1247.557380497765,0.0,0.2967297007596557,2.5214154853096464,2.356679031491651,0.9119372700095004,0.9999719722619544,2.5380483437779766,1117,3952.0,0.3050559629486685,3360,0.3354632587859425,891.9681427872592,0.0,AM_boost_cnn_budget10
mmed_8_wide10,am_wide10,1.0,8.0,1.0,2,10,42.29618668365409,1.497754649334682,1.6558828264523149,1.857743287612854,2.72263966613556,0.7596881622767181,45.82849057346501,0.7184339314845025,1.8330614464382815,0.7184339314845025,2.919311776920795,0.3435181543249975,2.0756439977934846,1.8013725212110674,0.8650883170496332,0.9997478837646342,2.8205365402405183,1081,4130.0,0.3125946109597335,3360,0.3347613828833317,1185.1814179513651,0.0,0.361863891468602,1.7006069675143924,1.497754649334682,0.7883581491725242,0.9892549297486144,3.373920552677029,1158,5065.0,0.383363608840448,3317,0.3304772342333366,1221.280691059665,0.0,0.2946179542064003,2.4922431982940325,2.330967731257076,0.9065742059510682,0.9999071818175568,2.5485865724381624,1132,4017.0,0.3040417801998183,3360,0.3347613828833317,879.8697098934609,0.0,AM_boost_cnn_budget10
mmed_16_wide10,am_wide10,1.0,16.0,1.0,2,10,41.70485739856689,1.4747896272977326,1.565142631084537,1.865631006324332,2.701420710315001,0.7580267432197628,44.92381666515029,0.7074826296098343,1.8059861036878675,0.7074826296098343,2.9174311926605503,0.3478416762146914,2.0723839291160258,1.835266906648012,0.8972897415431181,0.9999990000000004,2.841650671785029,1042,4003.0,0.3024099116113923,3360,0.3348614709986047,1244.183070763236,0.0,0.3578637029507665,1.6582949666316464,1.4747896272977326,0.7795093920080611,0.987255981691441,3.3395113732097723,1187,5151.0,0.3891365112940999,3314,0.3302770580027905,1225.6540287159346,0.0,0.2942946208345424,2.454703039013981,2.280637969251416,0.8810014034574343,0.99807822332649,2.550434782608696,1150,4083.0,0.3084535770945078,3360,0.3348614709986047,886.8288804239644,0.0,AM_boost_cnn_budget10
mmed_32_wide10,am_wide10,1.0,32.0,1.0,2,10,42.35685399497953,1.5312514560288129,1.6482524635017144,1.874164431717636,2.716181824247284,0.755594063135689,46.05558035257422,0.7369794558578567,1.8789561354802888,0.7369794558578567,2.9222813238770686,0.3445304261288751,2.084746422338406,1.8205422534363356,0.8751751578440944,0.999757234906514,2.820964749536178,1078,4119.0,0.3103292398101409,3360,0.3350284175889919,1174.978076340167,0.0,0.3614739533505478,1.7012110516730217,1.5312514560288129,0.7869464753524114,0.9886151229545208,3.367786391042205,1161,5071.0,0.3820537934152038,3309,0.3299431648220161,1205.9239649731885,0.0,0.293995620520577,2.4905459147106974,2.3317524295132883,0.900152348741139,0.9989204408374526,2.565938864628821,1145,4083.0,0.3076169667746553,3360,0.3350284175889919,860.0560073065037,0.0,AM_boost_cnn_budget10
mmed_64_wide10,am_wide10,1.0,64.0,1.0,2,10,41.70786295546704,1.4994675201019825,1.5713982855897533,1.8562225974231985,2.7135691452042154,0.7576100913966312,45.2275317312958,0.7121570736955352,1.8111888111888117,0.7121570736955352,2.931986931986932,0.34484127593578,2.054656096873987,1.8296286556934656,0.877582189503069,0.9999990000000002,2.853889943074004,1054,4062.0,0.3068207568547473,3360,0.3349950149551346,1242.633369528362,0.0,0.3596368757057259,1.6666317250740834,1.4994675201019825,0.7803908135026305,0.9881590680504084,3.366124893071001,1169,5104.0,0.3855276078253644,3310,0.3300099700897308,1242.4705292428114,0.0,0.2955218483584939,2.465116950336476,2.295709745708194,0.8932069261790123,0.9988367917220128,2.560314685314685,1144,4073.0,0.3076516353198882,3360,0.3349950149551346,889.1362301712568,0.0,AM_boost_cnn_budget10
mmed_1_wide10,am_wide10,1.0,1.0,1.0,3,10,38.3906309682123,1.3579487928467957,1.3775657207139873,1.707113488991176,2.509769864775781,0.7665271966527196,41.95133763481033,0.7036937901498929,1.7869379014989293,0.7036937901498929,2.937986818454164,0.3512799827916549,1.9265514551249128,1.697007783040254,0.901533336592142,0.9999990000000004,2.859073359073359,1036,3998.0,0.304146063141879,3360,0.333465660976578,1378.74785146185,0.0,0.3494666645563838,1.4906939727417965,1.3579487928467957,0.7836959161973084,0.9837507581784964,3.353628023352794,1199,5220.0,0.3971091669836439,3356,0.333068678046844,1437.5656291872886,0.0,0.2992533526519613,2.2977050055323485,2.1446404633391056,0.920626543139404,0.9997730496929864,2.5602901178603807,1103,3927.0,0.298744769874477,3360,0.333465660976578,1031.6126146722763,0.0,AM_boost_cnn_budget10
mmed_2_wide10,am_wide10,1.0,2.0,1.0,3,10,41.119479934058624,1.401019495756085,1.4985836761686293,1.8088435406873065,2.6594494859991897,0.755379984951091,45.161211756006,0.7046659597030753,1.7879109225874867,0.7046659597030753,2.9412811387900355,0.3492887008689301,2.0517956752247684,1.7124759944381758,0.8875153238648317,0.9998101671111116,2.8400383141762453,1044,4009.0,0.301655379984951,3331,0.3318059567686025,1248.9533551135537,0.0,0.3547656063781487,1.6208641369733807,1.401019495756085,0.7727278514282635,0.976677005913262,3.356677524429968,1228,5350.0,0.4025583145221971,3348,0.3334993525251519,1240.1627410215608,0.0,0.2959456927529214,2.4338265949449656,2.283546598949288,0.9150935015801142,0.999999,2.573636363636364,1100,3931.0,0.2957863054928518,3360,0.3346946907062456,951.8500443491744,0.0,AM_boost_cnn_budget10
mmed_4_wide10,am_wide10,1.0,4.0,1.0,3,10,42.473584059938965,1.507342829605535,1.537594197509529,1.8458331108049455,2.6952199260867067,0.7629287499053532,45.25247790237115,0.7162147505422992,1.8253796095444683,0.7162147505422992,2.923648247177659,0.3514631017517155,2.1325567994597674,1.8312781688225597,0.8903725971142755,0.9999990000000004,2.8294797687861277,1038,3975.0,0.3009767547512683,3360,0.333465660976578,1202.367507135245,0.0,0.3562474485332436,1.6812339946017223,1.507342829605535,0.7769424879222737,0.9815343829387748,3.3248145094806265,1213,5246.0,0.3972135988490952,3356,0.333068678046844,1188.2778803848294,0.0,0.292289449715041,2.48291610246102,2.302541466676263,0.916865905800212,0.9995275741741972,2.574887892376682,1115,3986.0,0.3018096463996365,3360,0.333465660976578,905.1428547392052,0.0,AM_boost_cnn_budget10
mmed_8_wide10,am_wide10,1.0,8.0,1.0,3,10,41.175467201430806,1.4330881006492384,1.506013090112413,1.8165491529883748,2.6400235612124616,0.7474590103123377,44.455250851526806,0.7005717255717255,1.787422037422037,0.7005717255717255,2.9194533294562373,0.3505655655491167,2.0621001351740995,1.7558875728051029,0.8862729547084108,0.9994115503638652,2.825964252116651,1063,4067.0,0.3017286148824096,3360,0.3334987593052109,1226.770783651153,0.0,0.357784939709228,1.6368846722403574,1.4330881006492384,0.7769368342756288,0.9783587456725568,3.3552091878589008,1219,5309.0,0.3938719489576378,3355,0.3330024813895781,1238.461742297657,0.0,0.2916494947416556,2.4017608410097813,2.2163312242915656,0.880338096232471,0.9960516276428556,2.5462402765773557,1157,4103.0,0.3043994361599525,3360,0.3334987593052109,909.2361939914538,0.0,AM_boost_cnn_budget10
mmed_16_wide10,am_wide10,1.0,16.0,1.0,3,10,43.729789481763625,1.5749968808159371,1.6052670191230696,1.9308271045547305,2.8682381890505537,0.7570409312805108,46.19827077914434,0.7240348015225666,1.845024469820555,0.7240348015225666,2.924255820807545,0.3498702690290889,2.1856790300814377,1.8702338355392143,0.8943948574143998,0.9998514006050626,2.837940896091516,1049,4026.0,0.3023657529102516,3360,0.3333333333333333,1163.0242531743106,0.0,0.3594053128015917,1.7463020741601123,1.5749968808159371,0.7836489010794662,0.9803230806097016,3.364385820280297,1213,5294.0,0.3975966954562523,3360,0.3333333333333333,1136.86878744763,0.0,0.2907244181693191,2.5426635207505086,2.3315987956128423,0.900962267315286,0.998848813649438,2.5322723253757737,1131,3995.0,0.300037551633496,3360,0.3333333333333333,866.4839437740151,0.0,AM_boost_cnn_budget10
mmed_32_wide10,am_wide10,1.0,32.0,1.0,3,10,41.62429272166013,1.4216423263269344,1.5364364594196118,1.8338859787522743,2.6888390681864136,0.7503164792613002,45.73696015720718,0.7086543535620052,1.8058047493403693,0.7086543535620052,2.924313267095266,0.3508268006927775,2.08613106380567,1.7906980980373115,0.8687314056352575,0.9999222855616584,2.8239700374531838,1068,4084.0,0.3041179536823293,3360,0.333465660976578,1210.8480084935495,0.0,0.3544210935047188,1.6391697047523657,1.4216423263269344,0.7796346275984875,0.9808098190551215,3.3442088091354,1226,5326.0,0.3966043636905205,3356,0.333068678046844,1224.1230335861094,0.0,0.2947521058025035,2.453769586449829,2.2887212171899045,0.9054947980185262,0.9999661709112764,2.5629432624113475,1128,4019.0,0.2992776826271502,3360,0.333465660976578,912.5913764467588,0.0,AM_boost_cnn_budget10
mmed_64_wide10,am_wide10,1.0,64.0,1.0,3,10,43.30448579068077,1.5421265824391797,1.5986931914846538,1.94139170327184,2.7863865000383967,0.7493490067703296,47.20627373883465,0.7210836909871244,1.83637339055794,0.7210836909871244,2.926672509494596,0.3467492702827627,2.145114121126975,1.903502758040119,0.8787076057630793,0.9999990000000004,2.8559241706161136,1055,4068.0,0.3026560523770553,3360,0.3335980937251787,1177.4419718048205,0.0,0.3600668038264998,1.7325008655556118,1.5421265824391797,0.7731716405174529,0.9799718161865488,3.3527960526315788,1216,5293.0,0.3937951045309129,3352,0.3328038125496426,1145.6176081503495,0.0,0.2931839258907374,2.539235830558289,2.3601380814297213,0.8938105855405737,0.9993513597669256,2.5416666666666665,1152,4080.0,0.3035488430920318,3360,0.3335980937251787,846.9528688121273,0.0,AM_boost_cnn_budget10
